node_id,node_type,specialization_label,label_definition
R_004269,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004270,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004271,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004272,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004273,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004274,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004275,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004276,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004277,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004278,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004279,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004280,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004281,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004282,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004283,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004284,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004285,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004286,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004287,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004288,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004289,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004290,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004291,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004292,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004293,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004294,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004295,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004296,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004297,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004298,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004299,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004300,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004301,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004302,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004303,CV,specialized,specialized if exactly one skill community; generalist if more than one
